data,prima_dose,seconda_dose,terza_dose,pregressa_infezione,mono_dose,prima_dose_tot,seconda_dose_tot,terza_dose_tot,mono_dose_tot,pregressa_infezione_tot
2023-10-22,20.0,24.0,81.0,0.0,0.0,47342549.0,50020925.0,40502534.0,1508436.0,2045608.0
2023-10-23,20.0,24.0,81.0,0.0,0.0,47342569.0,50020949.0,40502615.0,1508436.0,2045608.0
2023-10-24,20.0,24.0,81.0,0.0,0.0,47342589.0,50020973.0,40502696.0,1508436.0,2045608.0
2023-10-25,20.0,24.0,81.0,0.0,0.0,47342609.0,50020997.0,40502777.0,1508436.0,2045608.0
2023-10-26,20.0,24.0,81.0,0.0,0.0,47342629.0,50021021.0,40502858.0,1508436.0,2045608.0
2023-10-27,20.0,24.0,81.0,0.0,0.0,47342649.0,50021045.0,40502939.0,1508436.0,2045608.0
2023-10-28,20.0,24.0,81.0,0.0,0.0,47342669.0,50021069.0,40503020.0,1508436.0,2045608.0
2023-10-29,20.0,24.0,81.0,0.0,0.0,47342689.0,50021093.0,40503101.0,1508436.0,2045608.0
2023-10-30,20.0,24.0,81.0,0.0,0.0,47342709.0,50021117.0,40503182.0,1508436.0,2045608.0
2023-10-31,20.0,24.0,81.0,0.0,0.0,47342729.0,50021141.0,40503263.0,1508436.0,2045608.0
2023-11-01,20.0,24.0,81.0,0.0,0.0,47342749.0,50021165.0,40503344.0,1508436.0,2045608.0
2023-11-02,20.0,24.0,81.0,0.0,0.0,47342769.0,50021189.0,40503425.0,1508436.0,2045608.0
2023-11-03,20.0,24.0,81.0,0.0,0.0,47342789.0,50021213.0,40503506.0,1508436.0,2045608.0
2023-11-04,20.0,24.0,81.0,0.0,0.0,47342809.0,50021237.0,40503587.0,1508436.0,2045608.0
2023-11-05,20.0,24.0,81.0,0.0,0.0,47342829.0,50021261.0,40503668.0,1508436.0,2045608.0
2023-11-06,20.0,24.0,81.0,0.0,0.0,47342849.0,50021285.0,40503749.0,1508436.0,2045608.0
2023-11-07,20.0,24.0,81.0,0.0,0.0,47342869.0,50021309.0,40503830.0,1508436.0,2045608.0
2023-11-08,20.0,24.0,81.0,0.0,0.0,47342889.0,50021333.0,40503911.0,1508436.0,2045608.0
2023-11-09,20.0,24.0,81.0,0.0,0.0,47342909.0,50021357.0,40503992.0,1508436.0,2045608.0
2023-11-10,20.0,24.0,81.0,0.0,0.0,47342929.0,50021381.0,40504073.0,1508436.0,2045608.0
2023-11-11,20.0,24.0,81.0,0.0,0.0,47342949.0,50021405.0,40504154.0,1508436.0,2045608.0
2023-11-12,20.0,24.0,81.0,0.0,0.0,47342969.0,50021429.0,40504235.0,1508436.0,2045608.0
2023-11-13,20.0,24.0,81.0,0.0,0.0,47342989.0,50021453.0,40504316.0,1508436.0,2045608.0
2023-11-14,20.0,24.0,81.0,0.0,0.0,47343009.0,50021477.0,40504397.0,1508436.0,2045608.0
2023-11-15,20.0,24.0,81.0,0.0,0.0,47343029.0,50021501.0,40504478.0,1508436.0,2045608.0
2023-11-16,20.0,24.0,81.0,0.0,0.0,47343049.0,50021525.0,40504559.0,1508436.0,2045608.0
2023-11-17,20.0,24.0,81.0,0.0,0.0,47343069.0,50021549.0,40504640.0,1508436.0,2045608.0
2023-11-18,20.0,24.0,81.0,0.0,0.0,47343089.0,50021573.0,40504721.0,1508436.0,2045608.0
2023-11-19,20.0,24.0,81.0,0.0,0.0,47343109.0,50021597.0,40504802.0,1508436.0,2045608.0
2023-11-20,20.0,24.0,81.0,0.0,0.0,47343129.0,50021621.0,40504883.0,1508436.0,2045608.0
2023-11-21,20.0,24.0,81.0,0.0,0.0,47343149.0,50021645.0,40504964.0,1508436.0,2045608.0
2023-11-22,20.0,24.0,81.0,0.0,0.0,47343169.0,50021669.0,40505045.0,1508436.0,2045608.0
2023-11-23,20.0,24.0,81.0,0.0,0.0,47343189.0,50021693.0,40505126.0,1508436.0,2045608.0
2023-11-24,20.0,24.0,81.0,0.0,0.0,47343209.0,50021717.0,40505207.0,1508436.0,2045608.0
2023-11-25,20.0,24.0,81.0,0.0,0.0,47343229.0,50021741.0,40505288.0,1508436.0,2045608.0
2023-11-26,20.0,24.0,81.0,0.0,0.0,47343249.0,50021765.0,40505369.0,1508436.0,2045608.0
2023-11-27,20.0,24.0,81.0,0.0,0.0,47343269.0,50021789.0,40505450.0,1508436.0,2045608.0
2023-11-28,20.0,24.0,81.0,0.0,0.0,47343289.0,50021813.0,40505531.0,1508436.0,2045608.0
2023-11-29,20.0,24.0,81.0,0.0,0.0,47343309.0,50021837.0,40505612.0,1508436.0,2045608.0
2023-11-30,20.0,24.0,81.0,0.0,0.0,47343329.0,50021861.0,40505693.0,1508436.0,2045608.0
2023-12-01,20.0,24.0,81.0,0.0,0.0,47343349.0,50021885.0,40505774.0,1508436.0,2045608.0
2023-12-02,20.0,24.0,81.0,0.0,0.0,47343369.0,50021909.0,40505855.0,1508436.0,2045608.0
2023-12-03,20.0,24.0,81.0,0.0,0.0,47343389.0,50021933.0,40505936.0,1508436.0,2045608.0
2023-12-04,20.0,24.0,81.0,0.0,0.0,47343409.0,50021957.0,40506017.0,1508436.0,2045608.0
2023-12-05,20.0,24.0,81.0,0.0,0.0,47343429.0,50021981.0,40506098.0,1508436.0,2045608.0
2023-12-06,20.0,24.0,81.0,0.0,0.0,47343449.0,50022005.0,40506179.0,1508436.0,2045608.0
2023-12-07,20.0,24.0,81.0,0.0,0.0,47343469.0,50022029.0,40506260.0,1508436.0,2045608.0
2023-12-08,20.0,24.0,81.0,0.0,0.0,47343489.0,50022053.0,40506341.0,1508436.0,2045608.0
2023-12-09,20.0,24.0,81.0,0.0,0.0,47343509.0,50022077.0,40506422.0,1508436.0,2045608.0
2023-12-10,20.0,24.0,81.0,0.0,0.0,47343529.0,50022101.0,40506503.0,1508436.0,2045608.0
2023-12-11,20.0,24.0,81.0,0.0,0.0,47343549.0,50022125.0,40506584.0,1508436.0,2045608.0
2023-12-12,20.0,24.0,81.0,0.0,0.0,47343569.0,50022149.0,40506665.0,1508436.0,2045608.0
2023-12-13,20.0,24.0,81.0,0.0,0.0,47343589.0,50022173.0,40506746.0,1508436.0,2045608.0
2023-12-14,20.0,24.0,81.0,0.0,0.0,47343609.0,50022197.0,40506827.0,1508436.0,2045608.0
2023-12-15,20.0,24.0,81.0,0.0,0.0,47343629.0,50022221.0,40506908.0,1508436.0,2045608.0
2023-12-16,20.0,24.0,81.0,0.0,0.0,47343649.0,50022245.0,40506989.0,1508436.0,2045608.0
2023-12-17,20.0,24.0,81.0,0.0,0.0,47343669.0,50022269.0,40507070.0,1508436.0,2045608.0
2023-12-18,20.0,24.0,81.0,0.0,0.0,47343689.0,50022293.0,40507151.0,1508436.0,2045608.0
2023-12-19,20.0,24.0,81.0,0.0,0.0,47343709.0,50022317.0,40507232.0,1508436.0,2045608.0
2023-12-20,20.0,24.0,81.0,0.0,0.0,47343729.0,50022341.0,40507313.0,1508436.0,2045608.0
2023-12-21,20.0,24.0,81.0,0.0,0.0,47343749.0,50022365.0,40507394.0,1508436.0,2045608.0
2023-12-22,20.0,24.0,81.0,0.0,0.0,47343769.0,50022389.0,40507475.0,1508436.0,2045608.0
2023-12-23,20.0,24.0,81.0,0.0,0.0,47343789.0,50022413.0,40507556.0,1508436.0,2045608.0
2023-12-24,20.0,24.0,81.0,0.0,0.0,47343809.0,50022437.0,40507637.0,1508436.0,2045608.0
2023-12-25,20.0,24.0,81.0,0.0,0.0,47343829.0,50022461.0,40507718.0,1508436.0,2045608.0
2023-12-26,20.0,24.0,81.0,0.0,0.0,47343849.0,50022485.0,40507799.0,1508436.0,2045608.0
2023-12-27,20.0,24.0,81.0,0.0,0.0,47343869.0,50022509.0,40507880.0,1508436.0,2045608.0
2023-12-28,20.0,24.0,81.0,0.0,0.0,47343889.0,50022533.0,40507961.0,1508436.0,2045608.0
2023-12-29,20.0,24.0,81.0,0.0,0.0,47343909.0,50022557.0,40508042.0,1508436.0,2045608.0
2023-12-30,20.0,24.0,81.0,0.0,0.0,47343929.0,50022581.0,40508123.0,1508436.0,2045608.0
2023-12-31,20.0,24.0,81.0,0.0,0.0,47343949.0,50022605.0,40508204.0,1508436.0,2045608.0
2024-01-01,20.0,24.0,81.0,0.0,0.0,47343969.0,50022629.0,40508285.0,1508436.0,2045608.0
2024-01-02,20.0,24.0,81.0,0.0,0.0,47343989.0,50022653.0,40508366.0,1508436.0,2045608.0
2024-01-03,20.0,24.0,81.0,0.0,0.0,47344009.0,50022677.0,40508447.0,1508436.0,2045608.0
2024-01-04,20.0,24.0,81.0,0.0,0.0,47344029.0,50022701.0,40508528.0,1508436.0,2045608.0
2024-01-05,20.0,24.0,81.0,0.0,0.0,47344049.0,50022725.0,40508609.0,1508436.0,2045608.0
2024-01-06,20.0,24.0,81.0,0.0,0.0,47344069.0,50022749.0,40508690.0,1508436.0,2045608.0
2024-01-07,20.0,24.0,81.0,0.0,0.0,47344089.0,50022773.0,40508771.0,1508436.0,2045608.0
2024-01-08,20.0,24.0,81.0,0.0,0.0,47344109.0,50022797.0,40508852.0,1508436.0,2045608.0
2024-01-09,20.0,24.0,81.0,0.0,0.0,47344129.0,50022821.0,40508933.0,1508436.0,2045608.0
2024-01-10,20.0,24.0,81.0,0.0,0.0,47344149.0,50022845.0,40509014.0,1508436.0,2045608.0
2024-01-11,20.0,24.0,81.0,0.0,0.0,47344169.0,50022869.0,40509095.0,1508436.0,2045608.0
2024-01-12,20.0,24.0,81.0,0.0,0.0,47344189.0,50022893.0,40509176.0,1508436.0,2045608.0
2024-01-13,20.0,24.0,81.0,0.0,0.0,47344209.0,50022917.0,40509257.0,1508436.0,2045608.0
2024-01-14,20.0,24.0,81.0,0.0,0.0,47344229.0,50022941.0,40509338.0,1508436.0,2045608.0
2024-01-15,20.0,24.0,81.0,0.0,0.0,47344249.0,50022965.0,40509419.0,1508436.0,2045608.0
2024-01-16,20.0,24.0,81.0,0.0,0.0,47344269.0,50022989.0,40509500.0,1508436.0,2045608.0
2024-01-17,20.0,24.0,81.0,0.0,0.0,47344289.0,50023013.0,40509581.0,1508436.0,2045608.0
2024-01-18,20.0,24.0,81.0,0.0,0.0,47344309.0,50023037.0,40509662.0,1508436.0,2045608.0
2024-01-19,20.0,24.0,81.0,0.0,0.0,47344329.0,50023061.0,40509743.0,1508436.0,2045608.0
2024-01-20,20.0,24.0,81.0,0.0,0.0,47344349.0,50023085.0,40509824.0,1508436.0,2045608.0
2024-01-21,20.0,24.0,81.0,0.0,0.0,47344369.0,50023109.0,40509905.0,1508436.0,2045608.0
2024-01-22,20.0,24.0,81.0,0.0,0.0,47344389.0,50023133.0,40509986.0,1508436.0,2045608.0
2024-01-23,20.0,24.0,81.0,0.0,0.0,47344409.0,50023157.0,40510067.0,1508436.0,2045608.0
2024-01-24,20.0,24.0,81.0,0.0,0.0,47344429.0,50023181.0,40510148.0,1508436.0,2045608.0
2024-01-25,20.0,24.0,81.0,0.0,0.0,47344449.0,50023205.0,40510229.0,1508436.0,2045608.0
2024-01-26,20.0,24.0,81.0,0.0,0.0,47344469.0,50023229.0,40510310.0,1508436.0,2045608.0
2024-01-27,20.0,24.0,81.0,0.0,0.0,47344489.0,50023253.0,40510391.0,1508436.0,2045608.0
2024-01-28,20.0,24.0,81.0,0.0,0.0,47344509.0,50023277.0,40510472.0,1508436.0,2045608.0
2024-01-29,20.0,24.0,81.0,0.0,0.0,47344529.0,50023301.0,40510553.0,1508436.0,2045608.0
2024-01-30,20.0,24.0,81.0,0.0,0.0,47344549.0,50023325.0,40510634.0,1508436.0,2045608.0
2024-01-31,20.0,24.0,81.0,0.0,0.0,47344569.0,50023349.0,40510715.0,1508436.0,2045608.0
2024-02-01,20.0,24.0,81.0,0.0,0.0,47344589.0,50023373.0,40510796.0,1508436.0,2045608.0
2024-02-02,20.0,24.0,81.0,0.0,0.0,47344609.0,50023397.0,40510877.0,1508436.0,2045608.0
2024-02-03,20.0,24.0,81.0,0.0,0.0,47344629.0,50023421.0,40510958.0,1508436.0,2045608.0
2024-02-04,20.0,24.0,81.0,0.0,0.0,47344649.0,50023445.0,40511039.0,1508436.0,2045608.0
2024-02-05,20.0,24.0,81.0,0.0,0.0,47344669.0,50023469.0,40511120.0,1508436.0,2045608.0
2024-02-06,20.0,24.0,81.0,0.0,0.0,47344689.0,50023493.0,40511201.0,1508436.0,2045608.0
2024-02-07,20.0,24.0,81.0,0.0,0.0,47344709.0,50023517.0,40511282.0,1508436.0,2045608.0
2024-02-08,20.0,24.0,81.0,0.0,0.0,47344729.0,50023541.0,40511363.0,1508436.0,2045608.0
2024-02-09,20.0,24.0,81.0,0.0,0.0,47344749.0,50023565.0,40511444.0,1508436.0,2045608.0
2024-02-10,20.0,24.0,81.0,0.0,0.0,47344769.0,50023589.0,40511525.0,1508436.0,2045608.0
2024-02-11,20.0,24.0,81.0,0.0,0.0,47344789.0,50023613.0,40511606.0,1508436.0,2045608.0
2024-02-12,20.0,24.0,81.0,0.0,0.0,47344809.0,50023637.0,40511687.0,1508436.0,2045608.0
2024-02-13,20.0,24.0,81.0,0.0,0.0,47344829.0,50023661.0,40511768.0,1508436.0,2045608.0
2024-02-14,20.0,24.0,81.0,0.0,0.0,47344849.0,50023685.0,40511849.0,1508436.0,2045608.0
2024-02-15,20.0,24.0,81.0,0.0,0.0,47344869.0,50023709.0,40511930.0,1508436.0,2045608.0
2024-02-16,20.0,24.0,81.0,0.0,0.0,47344889.0,50023733.0,40512011.0,1508436.0,2045608.0
2024-02-17,20.0,24.0,81.0,0.0,0.0,47344909.0,50023757.0,40512092.0,1508436.0,2045608.0
2024-02-18,20.0,24.0,81.0,0.0,0.0,47344929.0,50023781.0,40512173.0,1508436.0,2045608.0
2024-02-19,20.0,24.0,81.0,0.0,0.0,47344949.0,50023805.0,40512254.0,1508436.0,2045608.0
2024-02-20,20.0,24.0,81.0,0.0,0.0,47344969.0,50023829.0,40512335.0,1508436.0,2045608.0
2024-02-21,20.0,24.0,81.0,0.0,0.0,47344989.0,50023853.0,40512416.0,1508436.0,2045608.0
2024-02-22,20.0,24.0,81.0,0.0,0.0,47345009.0,50023877.0,40512497.0,1508436.0,2045608.0
2024-02-23,20.0,24.0,81.0,0.0,0.0,47345029.0,50023901.0,40512578.0,1508436.0,2045608.0
2024-02-24,20.0,24.0,81.0,0.0,0.0,47345049.0,50023925.0,40512659.0,1508436.0,2045608.0
2024-02-25,20.0,24.0,81.0,0.0,0.0,47345069.0,50023949.0,40512740.0,1508436.0,2045608.0
2024-02-26,20.0,24.0,81.0,0.0,0.0,47345089.0,50023973.0,40512821.0,1508436.0,2045608.0
2024-02-27,20.0,24.0,81.0,0.0,0.0,47345109.0,50023997.0,40512902.0,1508436.0,2045608.0
2024-02-28,20.0,24.0,81.0,0.0,0.0,47345129.0,50024021.0,40512983.0,1508436.0,2045608.0
2024-02-29,20.0,24.0,81.0,0.0,0.0,47345149.0,50024045.0,40513064.0,1508436.0,2045608.0
2024-03-01,20.0,24.0,81.0,0.0,0.0,47345169.0,50024069.0,40513145.0,1508436.0,2045608.0
2024-03-02,20.0,24.0,81.0,0.0,0.0,47345189.0,50024093.0,40513226.0,1508436.0,2045608.0
2024-03-03,20.0,24.0,81.0,0.0,0.0,47345209.0,50024117.0,40513307.0,1508436.0,2045608.0
2024-03-04,20.0,24.0,81.0,0.0,0.0,47345229.0,50024141.0,40513388.0,1508436.0,2045608.0
2024-03-05,20.0,24.0,81.0,0.0,0.0,47345249.0,50024165.0,40513469.0,1508436.0,2045608.0
2024-03-06,20.0,24.0,81.0,0.0,0.0,47345269.0,50024189.0,40513550.0,1508436.0,2045608.0
2024-03-07,20.0,24.0,81.0,0.0,0.0,47345289.0,50024213.0,40513631.0,1508436.0,2045608.0
2024-03-08,20.0,24.0,81.0,0.0,0.0,47345309.0,50024237.0,40513712.0,1508436.0,2045608.0
2024-03-09,20.0,24.0,81.0,0.0,0.0,47345329.0,50024261.0,40513793.0,1508436.0,2045608.0
2024-03-10,20.0,24.0,81.0,0.0,0.0,47345349.0,50024285.0,40513874.0,1508436.0,2045608.0
2024-03-11,20.0,24.0,81.0,0.0,0.0,47345369.0,50024309.0,40513955.0,1508436.0,2045608.0
2024-03-12,20.0,24.0,81.0,0.0,0.0,47345389.0,50024333.0,40514036.0,1508436.0,2045608.0
2024-03-13,20.0,24.0,81.0,0.0,0.0,47345409.0,50024357.0,40514117.0,1508436.0,2045608.0
2024-03-14,20.0,24.0,81.0,0.0,0.0,47345429.0,50024381.0,40514198.0,1508436.0,2045608.0
2024-03-15,20.0,24.0,81.0,0.0,0.0,47345449.0,50024405.0,40514279.0,1508436.0,2045608.0
2024-03-16,20.0,24.0,81.0,0.0,0.0,47345469.0,50024429.0,40514360.0,1508436.0,2045608.0
2024-03-17,20.0,24.0,81.0,0.0,0.0,47345489.0,50024453.0,40514441.0,1508436.0,2045608.0
2024-03-18,20.0,24.0,81.0,0.0,0.0,47345509.0,50024477.0,40514522.0,1508436.0,2045608.0
2024-03-19,20.0,24.0,81.0,0.0,0.0,47345529.0,50024501.0,40514603.0,1508436.0,2045608.0
2024-03-20,20.0,24.0,81.0,0.0,0.0,47345549.0,50024525.0,40514684.0,1508436.0,2045608.0
2024-03-21,20.0,24.0,81.0,0.0,0.0,47345569.0,50024549.0,40514765.0,1508436.0,2045608.0
2024-03-22,20.0,24.0,81.0,0.0,0.0,47345589.0,50024573.0,40514846.0,1508436.0,2045608.0
2024-03-23,20.0,24.0,81.0,0.0,0.0,47345609.0,50024597.0,40514927.0,1508436.0,2045608.0
2024-03-24,20.0,24.0,81.0,0.0,0.0,47345629.0,50024621.0,40515008.0,1508436.0,2045608.0
2024-03-25,20.0,24.0,81.0,0.0,0.0,47345649.0,50024645.0,40515089.0,1508436.0,2045608.0
2024-03-26,20.0,24.0,81.0,0.0,0.0,47345669.0,50024669.0,40515170.0,1508436.0,2045608.0
2024-03-27,20.0,24.0,81.0,0.0,0.0,47345689.0,50024693.0,40515251.0,1508436.0,2045608.0
2024-03-28,20.0,24.0,81.0,0.0,0.0,47345709.0,50024717.0,40515332.0,1508436.0,2045608.0
2024-03-29,20.0,24.0,81.0,0.0,0.0,47345729.0,50024741.0,40515413.0,1508436.0,2045608.0
2024-03-30,20.0,24.0,81.0,0.0,0.0,47345749.0,50024765.0,40515494.0,1508436.0,2045608.0
2024-03-31,20.0,24.0,81.0,0.0,0.0,47345769.0,50024789.0,40515575.0,1508436.0,2045608.0
2024-04-01,20.0,24.0,81.0,0.0,0.0,47345789.0,50024813.0,40515656.0,1508436.0,2045608.0
2024-04-02,20.0,24.0,81.0,0.0,0.0,47345809.0,50024837.0,40515737.0,1508436.0,2045608.0
2024-04-03,20.0,24.0,81.0,0.0,0.0,47345829.0,50024861.0,40515818.0,1508436.0,2045608.0
2024-04-04,20.0,24.0,81.0,0.0,0.0,47345849.0,50024885.0,40515899.0,1508436.0,2045608.0
2024-04-05,20.0,24.0,81.0,0.0,0.0,47345869.0,50024909.0,40515980.0,1508436.0,2045608.0
2024-04-06,20.0,24.0,81.0,0.0,0.0,47345889.0,50024933.0,40516061.0,1508436.0,2045608.0
2024-04-07,20.0,24.0,81.0,0.0,0.0,47345909.0,50024957.0,40516142.0,1508436.0,2045608.0
2024-04-08,20.0,24.0,81.0,0.0,0.0,47345929.0,50024981.0,40516223.0,1508436.0,2045608.0
2024-04-09,20.0,24.0,81.0,0.0,0.0,47345949.0,50025005.0,40516304.0,1508436.0,2045608.0
2024-04-10,20.0,24.0,81.0,0.0,0.0,47345969.0,50025029.0,40516385.0,1508436.0,2045608.0
2024-04-11,20.0,24.0,81.0,0.0,0.0,47345989.0,50025053.0,40516466.0,1508436.0,2045608.0
2024-04-12,20.0,24.0,81.0,0.0,0.0,47346009.0,50025077.0,40516547.0,1508436.0,2045608.0
2024-04-13,20.0,24.0,81.0,0.0,0.0,47346029.0,50025101.0,40516628.0,1508436.0,2045608.0
2024-04-14,20.0,24.0,81.0,0.0,0.0,47346049.0,50025125.0,40516709.0,1508436.0,2045608.0
2024-04-15,20.0,24.0,81.0,0.0,0.0,47346069.0,50025149.0,40516790.0,1508436.0,2045608.0
2024-04-16,20.0,24.0,81.0,0.0,0.0,47346089.0,50025173.0,40516871.0,1508436.0,2045608.0
2024-04-17,20.0,24.0,81.0,0.0,0.0,47346109.0,50025197.0,40516952.0,1508436.0,2045608.0
2024-04-18,20.0,24.0,81.0,0.0,0.0,47346129.0,50025221.0,40517033.0,1508436.0,2045608.0
2024-04-19,20.0,24.0,81.0,0.0,0.0,47346149.0,50025245.0,40517114.0,1508436.0,2045608.0
2024-04-20,20.0,24.0,81.0,0.0,0.0,47346169.0,50025269.0,40517195.0,1508436.0,2045608.0
2024-04-21,20.0,24.0,81.0,0.0,0.0,47346189.0,50025293.0,40517276.0,1508436.0,2045608.0
2024-04-22,20.0,24.0,81.0,0.0,0.0,47346209.0,50025317.0,40517357.0,1508436.0,2045608.0
2024-04-23,20.0,24.0,81.0,0.0,0.0,47346229.0,50025341.0,40517438.0,1508436.0,2045608.0
2024-04-24,20.0,24.0,81.0,0.0,0.0,47346249.0,50025365.0,40517519.0,1508436.0,2045608.0
2024-04-25,20.0,24.0,81.0,0.0,0.0,47346269.0,50025389.0,40517600.0,1508436.0,2045608.0
2024-04-26,20.0,24.0,81.0,0.0,0.0,47346289.0,50025413.0,40517681.0,1508436.0,2045608.0
2024-04-27,20.0,24.0,81.0,0.0,0.0,47346309.0,50025437.0,40517762.0,1508436.0,2045608.0
2024-04-28,20.0,24.0,81.0,0.0,0.0,47346329.0,50025461.0,40517843.0,1508436.0,2045608.0
2024-04-29,20.0,24.0,81.0,0.0,0.0,47346349.0,50025485.0,40517924.0,1508436.0,2045608.0
2024-04-30,20.0,24.0,81.0,0.0,0.0,47346369.0,50025509.0,40518005.0,1508436.0,2045608.0
2024-05-01,20.0,24.0,81.0,0.0,0.0,47346389.0,50025533.0,40518086.0,1508436.0,2045608.0
2024-05-02,20.0,24.0,81.0,0.0,0.0,47346409.0,50025557.0,40518167.0,1508436.0,2045608.0
2024-05-03,20.0,24.0,81.0,0.0,0.0,47346429.0,50025581.0,40518248.0,1508436.0,2045608.0
2024-05-04,20.0,24.0,81.0,0.0,0.0,47346449.0,50025605.0,40518329.0,1508436.0,2045608.0
2024-05-05,20.0,24.0,81.0,0.0,0.0,47346469.0,50025629.0,40518410.0,1508436.0,2045608.0
2024-05-06,20.0,24.0,81.0,0.0,0.0,47346489.0,50025653.0,40518491.0,1508436.0,2045608.0
2024-05-07,20.0,24.0,81.0,0.0,0.0,47346509.0,50025677.0,40518572.0,1508436.0,2045608.0
2024-05-08,20.0,24.0,81.0,0.0,0.0,47346529.0,50025701.0,40518653.0,1508436.0,2045608.0
2024-05-09,20.0,24.0,81.0,0.0,0.0,47346549.0,50025725.0,40518734.0,1508436.0,2045608.0
2024-05-10,20.0,24.0,81.0,0.0,0.0,47346569.0,50025749.0,40518815.0,1508436.0,2045608.0
2024-05-11,20.0,24.0,81.0,0.0,0.0,47346589.0,50025773.0,40518896.0,1508436.0,2045608.0
2024-05-12,20.0,24.0,81.0,0.0,0.0,47346609.0,50025797.0,40518977.0,1508436.0,2045608.0
2024-05-13,20.0,24.0,81.0,0.0,0.0,47346629.0,50025821.0,40519058.0,1508436.0,2045608.0
2024-05-14,20.0,24.0,81.0,0.0,0.0,47346649.0,50025845.0,40519139.0,1508436.0,2045608.0
2024-05-15,20.0,24.0,81.0,0.0,0.0,47346669.0,50025869.0,40519220.0,1508436.0,2045608.0
2024-05-16,20.0,24.0,81.0,0.0,0.0,47346689.0,50025893.0,40519301.0,1508436.0,2045608.0
2024-05-17,20.0,24.0,81.0,0.0,0.0,47346709.0,50025917.0,40519382.0,1508436.0,2045608.0
2024-05-18,20.0,24.0,81.0,0.0,0.0,47346729.0,50025941.0,40519463.0,1508436.0,2045608.0
2024-05-19,20.0,24.0,81.0,0.0,0.0,47346749.0,50025965.0,40519544.0,1508436.0,2045608.0
2024-05-20,20.0,24.0,81.0,0.0,0.0,47346769.0,50025989.0,40519625.0,1508436.0,2045608.0
2024-05-21,20.0,24.0,81.0,0.0,0.0,47346789.0,50026013.0,40519706.0,1508436.0,2045608.0
2024-05-22,20.0,24.0,81.0,0.0,0.0,47346809.0,50026037.0,40519787.0,1508436.0,2045608.0
2024-05-23,20.0,24.0,81.0,0.0,0.0,47346829.0,50026061.0,40519868.0,1508436.0,2045608.0
2024-05-24,20.0,24.0,81.0,0.0,0.0,47346849.0,50026085.0,40519949.0,1508436.0,2045608.0
2024-05-25,20.0,24.0,81.0,0.0,0.0,47346869.0,50026109.0,40520030.0,1508436.0,2045608.0
2024-05-26,20.0,24.0,81.0,0.0,0.0,47346889.0,50026133.0,40520111.0,1508436.0,2045608.0
2024-05-27,20.0,24.0,81.0,0.0,0.0,47346909.0,50026157.0,40520192.0,1508436.0,2045608.0
2024-05-28,20.0,24.0,81.0,0.0,0.0,47346929.0,50026181.0,40520273.0,1508436.0,2045608.0
2024-05-29,20.0,24.0,81.0,0.0,0.0,47346949.0,50026205.0,40520354.0,1508436.0,2045608.0
2024-05-30,20.0,24.0,81.0,0.0,0.0,47346969.0,50026229.0,40520435.0,1508436.0,2045608.0
2024-05-31,20.0,24.0,81.0,0.0,0.0,47346989.0,50026253.0,40520516.0,1508436.0,2045608.0
2024-06-01,20.0,24.0,81.0,0.0,0.0,47347009.0,50026277.0,40520597.0,1508436.0,2045608.0
